order_id,user_id,order_number,order_hour_of_day,days_since_prior_order,cart_size,reorder_rate,unique_departments,order_hour_anomaly,is_first_order,user_total_orders,user_avg_reorder,user_avg_cart,cart_deviation,reorder_deviation,days_deviation,anomaly_score,severity
2757217,67,25,11,5.0,3,1.0,3,0,0,25,1.0,3.0,0.0,0.0,0.0,0.11457062629173864,LOW
669729,70,14,12,30.0,1,1.0,1,0,0,14,1.0,1.0,0.0,0.0,0.0,0.24139766975587373,MEDIUM
3038639,71,24,13,17.0,25,0.8,19,0,0,24,0.8,25.0,0.0,0.0,0.0,0.35193634870135515,HIGH
2608424,72,13,14,30.0,2,0.5,2,0,0,13,0.5,2.0,0.0,0.0,0.0,0.1368676635143864,LOW
482516,74,6,7,10.0,5,0.2,5,0,0,6,0.2,5.0,0.0,0.0,0.0,0.14444444231349263,LOW
3294399,76,10,8,14.0,3,0.6666666666666666,3,0,0,10,0.6666666666666666,3.0,0.0,0.0,0.0,0.10434134077995216,LOW
1700658,78,7,11,7.0,3,0.6666666666666666,3,0,0,7,0.6666666666666666,3.0,0.0,0.0,0.0,0.10415010922044865,LOW
21708,79,8,6,30.0,10,1.0,6,0,0,8,1.0,10.0,0.0,0.0,0.0,0.16977557571359314,LOW
2178718,80,13,8,8.0,11,1.0,9,0,0,13,1.0,11.0,0.0,0.0,0.0,0.1386497379425179,LOW
1734166,81,8,18,8.0,3,0.3333333333333333,2,0,0,8,0.3333333333333333,3.0,0.0,0.0,0.0,0.19135077197488848,MEDIUM
859654,82,20,10,13.0,7,0.7142857142857143,5,0,0,20,0.7142857142857143,7.0,0.0,0.0,0.0,0.04479874223363134,LOW
2424438,83,7,16,30.0,3,1.0,3,0,0,7,1.0,3.0,0.0,0.0,0.0,0.1203876329668121,LOW
2276967,84,9,13,14.0,12,0.1666666666666666,7,0,0,9,0.1666666666666666,12.0,0.0,0.0,0.0,0.1776493952846916,LOW
613340,86,18,12,6.0,17,0.6470588235294118,8,0,0,18,0.6470588235294118,17.0,0.0,0.0,0.0,0.11354759995858188,LOW
1855447,87,28,17,8.0,7,1.0,5,0,0,28,1.0,7.0,0.0,0.0,0.0,0.09109126587100436,LOW
3081445,88,8,18,23.0,3,0.6666666666666666,3,0,0,8,0.6666666666666666,3.0,0.0,0.0,0.0,0.12366795974400702,LOW
2222431,89,21,18,6.0,14,0.7857142857142857,8,0,0,21,0.7857142857142857,14.0,0.0,0.0,0.0,0.07405655407195788,LOW
1318796,90,72,9,2.0,5,1.0,4,0,0,72,1.0,5.0,0.0,0.0,0.0,0.35241176831054466,HIGH
637547,91,16,10,11.0,34,0.7058823529411765,23,0,0,16,0.7058823529411765,34.0,0.0,0.0,0.0,0.5595885529325795,CRITICAL
1179185,93,15,10,5.0,8,0.0,5,0,0,15,0.0,8.0,0.0,0.0,0.0,0.32919838939164026,HIGH
1227088,95,9,12,21.0,18,0.6666666666666666,15,0,0,9,0.6666666666666666,18.0,0.0,0.0,0.0,0.13654437102031003,LOW
531345,96,17,11,30.0,11,0.5454545454545454,9,0,0,17,0.5454545454545454,11.0,0.0,0.0,0.0,0.06144239934941609,LOW
3178964,97,6,19,6.0,1,1.0,1,0,0,6,1.0,1.0,0.0,0.0,0.0,0.22653756360000776,MEDIUM
1289863,99,19,11,22.0,15,0.5333333333333333,9,0,0,19,0.5333333333333333,15.0,0.0,0.0,0.0,0.10657719257911258,LOW
2591641,102,7,20,30.0,17,0.4117647058823529,11,0,0,7,0.4117647058823529,17.0,0.0,0.0,0.0,0.07642733030486915,LOW
926418,103,18,14,20.0,1,1.0,1,0,0,18,1.0,1.0,0.0,0.0,0.0,0.24438552470803054,MEDIUM
2364180,104,6,10,10.0,11,0.5454545454545454,4,0,0,6,0.5454545454545454,11.0,0.0,0.0,0.0,0.08598437722576313,LOW
2298088,105,8,10,30.0,4,0.75,4,0,0,8,0.75,4.0,0.0,0.0,0.0,0.08007276327565416,LOW
2549875,106,4,13,8.0,17,0.5294117647058824,10,0,0,4,0.5294117647058824,17.0,0.0,0.0,0.0,0.0953612068154619,LOW
515014,108,8,15,6.0,9,0.5555555555555556,6,0,0,8,0.5555555555555556,9.0,0.0,0.0,0.0,0.05140209411692054,LOW
1997693,109,7,11,21.0,17,0.8235294117647058,11,0,0,7,0.8235294117647058,17.0,0.0,0.0,0.0,0.15619750878766148,LOW
72069,110,21,10,6.0,22,0.8636363636363636,10,0,0,21,0.8636363636363636,22.0,0.0,0.0,0.0,0.21674053581809538,MEDIUM
3105153,111,8,11,4.0,24,0.4583333333333333,16,0,0,8,0.4583333333333333,24.0,0.0,0.0,0.0,0.32945929619748815,HIGH
3032922,112,27,18,6.0,1,0.0,1,0,0,27,0.0,1.0,0.0,0.0,0.0,0.525303521267775,CRITICAL
1645824,113,6,17,30.0,2,0.5,2,0,0,6,0.5,2.0,0.0,0.0,0.0,0.12840032755784325,LOW
2759030,114,5,10,2.0,20,0.7,10,0,0,5,0.7,20.0,0.0,0.0,0.0,0.2034020260856494,MEDIUM
2618023,115,13,18,15.0,13,0.3846153846153846,10,0,0,13,0.3846153846153846,13.0,0.0,0.0,0.0,0.08736011307643021,LOW
878518,116,7,12,4.0,5,0.4,3,0,0,7,0.4,5.0,0.0,0.0,0.0,0.15175115921910187,LOW
1438423,117,12,18,4.0,9,0.6666666666666666,6,0,0,12,0.6666666666666666,9.0,0.0,0.0,0.0,0.052657410768510826,LOW
1248129,118,28,7,30.0,4,0.75,2,0,0,28,0.75,4.0,0.0,0.0,0.0,0.20084446388579902,MEDIUM
461193,119,4,14,30.0,15,0.4666666666666667,13,0,0,4,0.4666666666666667,15.0,0.0,0.0,0.0,0.12045310732600867,LOW
961032,120,4,9,30.0,1,0.0,1,0,0,4,0.0,1.0,0.0,0.0,0.0,0.36504926516021663,HIGH
2652217,121,11,6,21.0,5,1.0,4,0,0,11,1.0,5.0,0.0,0.0,0.0,0.0998479437320774,LOW
1721370,123,11,11,0.0,11,1.0,9,0,0,11,1.0,11.0,0.0,0.0,0.0,0.260804031882786,MEDIUM
2733614,124,9,8,21.0,9,0.6666666666666666,8,0,0,9,0.6666666666666666,9.0,0.0,0.0,0.0,0.03428033315464607,LOW
1543042,125,14,19,11.0,19,0.7894736842105263,15,0,0,14,0.7894736842105263,19.0,0.0,0.0,0.0,0.14230150161543886,LOW
1095948,128,12,16,4.0,10,0.3,5,0,0,12,0.3,10.0,0.0,0.0,0.0,0.16507955131356877,LOW
2437480,130,4,12,12.0,9,0.6666666666666666,8,0,0,4,0.6666666666666666,9.0,0.0,0.0,0.0,0.03718551479589716,LOW
2106151,131,10,9,18.0,8,0.625,8,0,0,10,0.625,8.0,0.0,0.0,0.0,0.02950213131523871,LOW
2887138,132,25,12,5.0,6,0.8333333333333334,6,0,0,25,0.8333333333333334,6.0,0.0,0.0,0.0,0.088794221695643,LOW
3001617,135,5,17,17.0,12,0.5,8,0,0,5,0.5,12.0,0.0,0.0,0.0,0.05637474950580745,LOW
455775,138,33,12,1.0,1,1.0,1,0,0,33,1.0,1.0,0.0,0.0,0.0,0.33966020768267113,HIGH
2233425,139,5,11,30.0,3,0.0,3,0,0,5,0.0,3.0,0.0,0.0,0.0,0.23449984947774738,MEDIUM
2560500,140,77,21,2.0,23,0.9130434782608696,19,0,0,77,0.9130434782608696,23.0,0.0,0.0,0.0,0.6047470225670466,CRITICAL
2696946,142,46,17,2.0,6,0.8333333333333334,6,0,0,46,0.8333333333333334,6.0,0.0,0.0,0.0,0.19637543403523028,MEDIUM
1993128,143,15,11,8.0,14,0.6428571428571429,13,0,0,15,0.6428571428571429,14.0,0.0,0.0,0.0,0.07404061240077853,LOW
242208,144,8,12,12.0,3,1.0,3,0,0,8,1.0,3.0,0.0,0.0,0.0,0.0929427929614326,LOW
3395341,145,9,17,30.0,8,0.875,5,0,0,9,0.875,8.0,0.0,0.0,0.0,0.11459268971162595,LOW
673776,146,41,19,25.0,17,0.8823529411764706,12,0,0,41,0.8823529411764706,17.0,0.0,0.0,0.0,0.2916110357683669,HIGH
318441,147,14,11,30.0,13,0.5384615384615384,12,0,0,14,0.5384615384615384,13.0,0.0,0.0,0.0,0.09518107178201163,LOW
3348216,148,8,23,27.0,7,0.5714285714285714,6,0,0,8,0.5714285714285714,7.0,0.0,0.0,0.0,0.07125110808602775,LOW
1575396,150,32,14,20.0,2,1.0,2,0,0,32,1.0,2.0,0.0,0.0,0.0,0.22741051763183984,MEDIUM
1897207,155,23,0,9.0,3,1.0,3,0,0,23,1.0,3.0,0.0,0.0,0.0,0.1102471841104854,LOW
3294802,157,5,14,4.0,8,0.625,6,0,0,5,0.625,8.0,0.0,0.0,0.0,0.06607228043458879,LOW
2133144,160,13,17,13.0,20,0.7,14,0,0,13,0.7,20.0,0.0,0.0,0.0,0.11517283161158687,LOW
3123006,161,21,15,20.0,17,0.7058823529411765,13,0,0,21,0.7058823529411765,17.0,0.0,0.0,0.0,0.13297945355026553,LOW
2564128,163,12,23,11.0,9,0.5555555555555556,8,0,0,12,0.5555555555555556,9.0,0.0,0.0,0.0,0.01798461905030302,LOW
2608262,164,11,9,19.0,10,1.0,9,0,0,11,1.0,10.0,0.0,0.0,0.0,0.16559415518145415,LOW
2742787,167,6,11,7.0,18,0.3888888888888889,14,0,0,6,0.3888888888888889,18.0,0.0,0.0,0.0,0.164015193315879,LOW
767489,169,7,12,30.0,11,0.2727272727272727,6,0,0,7,0.2727272727272727,11.0,0.0,0.0,0.0,0.04209556885291921,LOW
1500681,171,7,15,8.0,13,0.6153846153846154,9,0,0,7,0.6153846153846154,13.0,0.0,0.0,0.0,0.03402994482578969,LOW
2060922,173,45,9,15.0,5,0.4,5,0,0,45,0.4,5.0,0.0,0.0,0.0,0.26680286801481845,MEDIUM
537105,174,28,11,9.0,5,0.6,5,0,0,28,0.6,5.0,0.0,0.0,0.0,0.07239463904048393,LOW
1505214,175,24,9,7.0,1,1.0,1,0,0,24,1.0,1.0,0.0,0.0,0.0,0.25252593883416474,MEDIUM
2433199,176,7,16,19.0,7,0.7142857142857143,7,0,0,7,0.7142857142857143,7.0,0.0,0.0,0.0,0.04841027469106518,LOW
3412247,178,6,9,7.0,1,1.0,1,0,0,6,1.0,1.0,0.0,0.0,0.0,0.22337446949736495,MEDIUM
1464402,179,6,20,15.0,7,0.7142857142857143,4,0,0,6,0.7142857142857143,7.0,0.0,0.0,0.0,0.057847423800585496,LOW
1007973,183,5,14,19.0,27,0.3333333333333333,19,0,0,5,0.3333333333333333,27.0,0.0,0.0,0.0,0.41958538963394,HIGH
3362166,184,12,12,30.0,26,0.6538461538461539,19,0,0,12,0.6538461538461539,26.0,0.0,0.0,0.0,0.371820251839034,HIGH
2887658,185,7,11,30.0,1,0.0,1,0,0,7,0.0,1.0,0.0,0.0,0.0,0.3572200058892604,HIGH
475324,187,33,15,3.0,11,0.9090909090909092,9,0,0,33,0.9090909090909092,11.0,0.0,0.0,0.0,0.15304284300666882,LOW
2715293,189,12,18,2.0,5,0.8,3,0,0,12,0.8,5.0,0.0,0.0,0.0,0.15232517992650596,LOW
1308123,191,5,15,5.0,7,0.0,6,0,0,5,0.0,7.0,0.0,0.0,0.0,0.2983453806277252,HIGH
3155162,192,6,12,30.0,8,0.875,8,0,0,6,0.875,8.0,0.0,0.0,0.0,0.12941220324624858,LOW
1962299,193,6,10,14.0,7,0.2857142857142857,5,0,0,6,0.2857142857142857,7.0,0.0,0.0,0.0,0.08475931356771305,LOW
1458129,195,59,11,6.0,6,1.0,5,0,0,59,1.0,6.0,0.0,0.0,0.0,0.2203844362681815,MEDIUM
739987,197,21,16,2.0,31,0.935483870967742,16,0,0,21,0.935483870967742,31.0,0.0,0.0,0.0,0.5240621931436161,CRITICAL
3048264,198,6,13,8.0,2,0.5,2,0,0,6,0.5,2.0,0.0,0.0,0.0,0.1655034491072903,LOW
2066158,199,4,10,30.0,9,0.3333333333333333,7,0,0,4,0.3333333333333333,9.0,0.0,0.0,0.0,0.04975384458127663,LOW
2780124,201,8,12,23.0,3,0.3333333333333333,3,0,0,8,0.3333333333333333,3.0,0.0,0.0,0.0,0.15333411651060724,LOW
2897229,203,4,15,30.0,1,1.0,1,0,0,4,1.0,1.0,0.0,0.0,0.0,0.24274478449400805,MEDIUM
1447810,204,59,13,17.0,21,0.8095238095238095,15,0,0,59,0.8095238095238095,21.0,0.0,0.0,0.0,0.3978025984212641,HIGH
2177938,205,13,18,30.0,8,0.375,7,0,0,13,0.375,8.0,0.0,0.0,0.0,0.04008496621736524,LOW
307237,206,29,10,13.0,8,0.5,4,0,0,29,0.5,8.0,0.0,0.0,0.0,0.10716708317305779,LOW
1706500,208,19,18,18.0,5,0.4,4,0,0,19,0.4,5.0,0.0,0.0,0.0,0.12298134122278348,LOW
1826981,209,20,13,27.0,9,1.0,2,0,0,20,1.0,9.0,0.0,0.0,0.0,0.2104759806219494,MEDIUM
3176785,210,100,12,5.0,22,0.9545454545454546,15,0,0,100,0.9545454545454546,22.0,0.0,0.0,0.0,0.6248820268643629,CRITICAL
2708761,211,5,13,8.0,27,0.4814814814814814,10,0,0,5,0.4814814814814814,27.0,0.0,0.0,0.0,0.3034649559500222,HIGH
3084045,212,13,0,2.0,3,0.3333333333333333,3,0,0,13,0.3333333333333333,3.0,0.0,0.0,0.0,0.22896599827982878,MEDIUM
2477435,213,6,15,30.0,25,0.08,17,0,0,6,0.08,25.0,0.0,0.0,0.0,0.49485335768619065,CRITICAL
3053806,214,28,21,30.0,36,0.3611111111111111,21,0,0,28,0.3611111111111111,36.0,0.0,0.0,0.0,0.6786718733753929,CRITICAL
75622,215,6,8,29.0,14,0.1428571428571428,13,0,0,6,0.1428571428571428,14.0,0.0,0.0,0.0,0.24298969854236685,MEDIUM
1131395,217,12,12,30.0,21,0.2857142857142857,9,0,0,12,0.2857142857142857,21.0,0.0,0.0,0.0,0.19855779733655476,MEDIUM
1841249,218,7,13,7.0,1,1.0,1,0,0,7,1.0,1.0,0.0,0.0,0.0,0.21837511013379063,MEDIUM
1902701,219,34,15,14.0,23,0.6086956521739131,18,0,0,34,0.6086956521739131,23.0,0.0,0.0,0.0,0.32946202589010143,HIGH
1848434,220,17,4,30.0,5,1.0,4,1,0,17,1.0,5.0,0.0,0.0,0.0,0.5028573966859726,CRITICAL
1789152,222,71,10,3.0,7,1.0,4,0,0,71,1.0,7.0,0.0,0.0,0.0,0.33545976614050643,HIGH
180627,223,50,8,7.0,3,1.0,3,0,0,50,1.0,3.0,0.0,0.0,0.0,0.2141747055747717,MEDIUM
2041929,224,4,10,13.0,8,0.625,5,0,0,4,0.625,8.0,0.0,0.0,0.0,0.05692737895706601,LOW
2615515,226,22,21,30.0,14,0.5714285714285714,11,0,0,22,0.5714285714285714,14.0,0.0,0.0,0.0,0.1502914434003797,LOW
568023,229,18,22,4.0,10,0.9,5,0,0,18,0.9,10.0,0.0,0.0,0.0,0.10647994879511968,LOW
382581,230,11,7,30.0,17,0.6470588235294118,11,0,0,11,0.6470588235294118,17.0,0.0,0.0,0.0,0.11021864931871028,LOW
2499603,231,4,2,16.0,18,0.8888888888888888,10,1,0,4,0.8888888888888888,18.0,0.0,0.0,0.0,0.583046601416654,CRITICAL
1179928,235,22,13,5.0,13,0.3076923076923077,10,0,0,22,0.3076923076923077,13.0,0.0,0.0,0.0,0.19772436129820437,MEDIUM
1016866,238,7,16,14.0,57,0.5789473684210527,34,0,0,7,0.5789473684210527,57.0,0.0,0.0,0.0,0.8119309217544324,CRITICAL
2941534,239,6,2,6.0,11,0.3636363636363636,9,1,0,6,0.3636363636363636,11.0,0.0,0.0,0.0,0.4850872643609103,HIGH
688931,240,6,9,20.0,2,0.5,2,0,0,6,0.5,2.0,0.0,0.0,0.0,0.16538180257398727,LOW
2193979,242,17,14,7.0,5,0.8,5,0,0,17,0.8,5.0,0.0,0.0,0.0,0.05534823245456666,LOW
2698993,243,28,10,20.0,12,0.9166666666666666,4,0,0,28,0.9166666666666666,12.0,0.0,0.0,0.0,0.2258576683288802,MEDIUM
2624849,245,6,22,20.0,11,0.6363636363636364,10,0,0,6,0.6363636363636364,11.0,0.0,0.0,0.0,0.07742473982199471,LOW
142062,249,10,22,3.0,4,0.75,3,0,0,10,0.75,4.0,0.0,0.0,0.0,0.12992858473111268,LOW
524863,250,12,14,20.0,13,1.0,11,0,0,12,1.0,13.0,0.0,0.0,0.0,0.24549156824499574,MEDIUM
2298194,252,5,11,30.0,21,0.238095238095238,18,0,0,5,0.238095238095238,21.0,0.0,0.0,0.0,0.30431304659669034,HIGH
2727415,253,4,12,3.0,3,0.3333333333333333,2,0,0,4,0.3333333333333333,3.0,0.0,0.0,0.0,0.25836627779043064,MEDIUM
2008056,255,5,23,29.0,7,0.2857142857142857,6,0,0,5,0.2857142857142857,7.0,0.0,0.0,0.0,0.07641837424387088,LOW
961500,256,19,11,28.0,11,0.6363636363636364,10,0,0,19,0.6363636363636364,11.0,0.0,0.0,0.0,0.11058701195435316,LOW
1056167,258,25,12,26.0,5,1.0,5,0,0,25,1.0,5.0,0.0,0.0,0.0,0.18029528163948827,LOW
1976038,259,4,11,30.0,4,0.0,2,0,0,4,0.0,4.0,0.0,0.0,0.0,0.24228042059372012,MEDIUM
3227316,260,18,11,30.0,4,0.25,2,0,0,18,0.25,4.0,0.0,0.0,0.0,0.20950026063025717,MEDIUM
1162736,261,9,17,4.0,30,0.1333333333333333,11,0,0,9,0.1333333333333333,30.0,0.0,0.0,0.0,0.5279314689007308,CRITICAL
1905437,262,46,22,3.0,4,1.0,4,0,0,46,1.0,4.0,0.0,0.0,0.0,0.2030262583293866,MEDIUM
2383385,264,30,9,8.0,24,0.9583333333333334,18,0,0,30,0.9583333333333334,24.0,0.0,0.0,0.0,0.3986616101273347,HIGH
1665716,267,10,11,30.0,15,0.6,14,0,0,10,0.6,15.0,0.0,0.0,0.0,0.14007117786801182,LOW
676206,270,23,18,30.0,7,1.0,4,0,0,23,1.0,7.0,0.0,0.0,0.0,0.18250679234009404,MEDIUM
985905,271,16,13,3.0,1,1.0,1,0,0,16,1.0,1.0,0.0,0.0,0.0,0.2665587560945495,MEDIUM
2662084,272,10,13,16.0,8,0.625,7,0,0,10,0.625,8.0,0.0,0.0,0.0,0.017266491354077762,LOW
2014989,273,20,20,13.0,10,0.8,7,0,0,20,0.8,10.0,0.0,0.0,0.0,0.050516923275936376,LOW
3411419,278,69,13,2.0,1,1.0,1,0,0,69,1.0,1.0,0.0,0.0,0.0,0.503423638775029,CRITICAL
3059590,280,42,6,8.0,11,0.9090909090909092,6,0,0,42,0.9090909090909092,11.0,0.0,0.0,0.0,0.16104153784618824,LOW
445784,282,4,18,2.0,7,0.1428571428571428,6,0,0,4,0.1428571428571428,7.0,0.0,0.0,0.0,0.2450215924924254,MEDIUM
145016,283,6,12,3.0,6,0.5,4,0,0,6,0.5,6.0,0.0,0.0,0.0,0.07180727707504564,LOW
3261724,284,17,11,13.0,13,0.9230769230769232,10,0,0,17,0.9230769230769232,13.0,0.0,0.0,0.0,0.11413572178876508,LOW
78426,285,5,8,14.0,7,0.4285714285714285,4,0,0,5,0.4285714285714285,7.0,0.0,0.0,0.0,0.07714925180490473,LOW
3529,286,4,9,19.0,2,0.5,1,0,0,4,0.5,2.0,0.0,0.0,0.0,0.22154813833341713,MEDIUM
1184332,288,4,14,20.0,11,0.4545454545454545,6,0,0,4,0.4545454545454545,11.0,0.0,0.0,0.0,0.0868944511725106,LOW
1473392,289,50,14,14.0,11,1.0,8,0,0,50,1.0,11.0,0.0,0.0,0.0,0.27075374941817265,MEDIUM
1374681,291,5,12,17.0,1,0.0,1,0,0,5,0.0,1.0,0.0,0.0,0.0,0.4170602760616131,HIGH
2692535,293,9,16,30.0,17,0.5882352941176471,14,0,0,9,0.5882352941176471,17.0,0.0,0.0,0.0,0.14493413219108964,LOW
1911431,294,16,12,30.0,6,0.6666666666666666,6,0,0,16,0.6666666666666666,6.0,0.0,0.0,0.0,0.05817050847161653,LOW
405264,295,24,14,8.0,14,0.8571428571428571,10,0,0,24,0.8571428571428571,14.0,0.0,0.0,0.0,0.10347175489258453,LOW
208213,296,7,12,4.0,13,0.0,5,0,0,7,0.0,13.0,0.0,0.0,0.0,0.40251928819770566,HIGH
1979266,298,4,14,16.0,18,0.7777777777777778,17,0,0,4,0.7777777777777778,18.0,0.0,0.0,0.0,0.22686716106756644,MEDIUM
1546561,300,39,18,5.0,15,0.3333333333333333,6,0,0,39,0.3333333333333333,15.0,0.0,0.0,0.0,0.3088648880759839,HIGH
540284,304,43,19,6.0,6,0.6666666666666666,5,0,0,43,0.6666666666666666,6.0,0.0,0.0,0.0,0.11394425350618564,LOW
1940141,305,5,15,30.0,11,0.5454545454545454,9,0,0,5,0.5454545454545454,11.0,0.0,0.0,0.0,0.03514989371775956,LOW
1957838,306,25,8,14.0,4,1.0,3,0,0,25,1.0,4.0,0.0,0.0,0.0,0.10262952205777032,LOW
2600069,309,26,13,1.0,14,0.7142857142857143,7,0,0,26,0.7142857142857143,14.0,0.0,0.0,0.0,0.1657840454990821,LOW
988,310,100,9,4.0,4,0.25,4,0,0,100,0.25,4.0,0.0,0.0,0.0,0.550492901930796,CRITICAL
2956359,313,100,6,4.0,6,1.0,4,0,0,100,1.0,6.0,0.0,0.0,0.0,0.4297171554393938,HIGH
877974,314,6,11,30.0,1,0.0,1,0,0,6,0.0,1.0,0.0,0.0,0.0,0.3530441721448929,HIGH
3072356,315,5,23,24.0,13,0.4615384615384615,9,0,0,5,0.4615384615384615,13.0,0.0,0.0,0.0,0.07746717025233518,LOW
1640076,317,5,17,6.0,3,0.6666666666666666,3,0,0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.12685054047046385,LOW
1054904,319,9,18,2.0,9,0.3333333333333333,8,0,0,9,0.3333333333333333,9.0,0.0,0.0,0.0,0.13665316442036457,LOW
1684761,322,15,17,21.0,8,0.625,5,0,0,15,0.625,8.0,0.0,0.0,0.0,0.0527754797576796,LOW
3012300,323,72,12,4.0,11,1.0,5,0,0,72,1.0,11.0,0.0,0.0,0.0,0.37901158524740763,HIGH
1215744,324,12,12,30.0,6,0.5,6,0,0,12,0.5,6.0,0.0,0.0,0.0,0.023154473898488792,LOW
