order_id,user_id,order_number,order_hour_of_day,days_since_prior_order,cart_size,reorder_rate,unique_departments,order_hour_anomaly,is_first_order,user_total_orders,user_avg_reorder,user_avg_cart,cart_deviation,reorder_deviation,days_deviation
2803975,42,17,11,14.0,7,0.8571428571428571,6,0,0,17,0.8571428571428571,7.0,0.0,0.0,0.0
1864787,43,12,11,26.0,33,0.6060606060606061,21,0,0,12,0.6060606060606061,33.0,0.0,0.0,0.0
2436259,44,4,12,30.0,6,0.0,5,0,0,4,0.0,6.0,0.0,0.0,0.0
1947848,46,20,20,11.0,6,1.0,5,0,0,20,1.0,6.0,0.0,0.0,0.0
2906490,47,6,22,16.0,6,0.0,6,0,0,6,0.0,6.0,0.0,0.0,0.0
2924697,48,11,18,14.0,13,0.38461538461538464,9,0,0,11,0.38461538461538464,13.0,0.0,0.0,0.0
519514,49,9,12,2.0,6,0.16666666666666666,5,0,0,9,0.16666666666666666,6.0,0.0,0.0,0.0
1750084,50,68,9,7.0,6,1.0,5,0,0,68,1.0,6.0,0.0,0.0,0.0
1647290,52,28,16,3.0,11,0.45454545454545453,8,0,0,28,0.45454545454545453,11.0,0.0,0.0,0.0
3088145,53,4,10,13.0,13,0.15384615384615385,9,0,0,4,0.15384615384615385,13.0,0.0,0.0,0.0
39325,55,8,18,30.0,13,0.6153846153846154,12,0,0,8,0.6153846153846154,13.0,0.0,0.0,0.0
13318,56,13,9,6.0,9,0.8888888888888888,5,0,0,13,0.8888888888888888,9.0,0.0,0.0,0.0
1651215,59,11,12,10.0,21,0.5714285714285714,15,0,0,11,0.5714285714285714,21.0,0.0,0.0,0.0
1019719,62,11,12,29.0,16,0.5,8,0,0,11,0.5,16.0,0.0,0.0,0.0
2989905,63,40,8,13.0,14,0.8571428571428571,11,0,0,40,0.8571428571428571,14.0,0.0,0.0,0.0
2639013,64,11,13,27.0,16,0.875,11,0,0,11,0.875,16.0,0.0,0.0,0.0
1072954,65,15,17,30.0,8,0.75,7,0,0,15,0.75,8.0,0.0,0.0,0.0
34647,66,7,19,23.0,7,0.42857142857142855,7,0,0,7,0.42857142857142855,7.0,0.0,0.0,0.0
2757217,67,25,11,5.0,3,1.0,3,0,0,25,1.0,3.0,0.0,0.0,0.0
669729,70,14,12,30.0,1,1.0,1,0,0,14,1.0,1.0,0.0,0.0,0.0
3038639,71,24,13,17.0,25,0.8,19,0,0,24,0.8,25.0,0.0,0.0,0.0
2608424,72,13,14,30.0,2,0.5,2,0,0,13,0.5,2.0,0.0,0.0,0.0
482516,74,6,7,10.0,5,0.2,5,0,0,6,0.2,5.0,0.0,0.0,0.0
3294399,76,10,8,14.0,3,0.6666666666666666,3,0,0,10,0.6666666666666666,3.0,0.0,0.0,0.0
1700658,78,7,11,7.0,3,0.6666666666666666,3,0,0,7,0.6666666666666666,3.0,0.0,0.0,0.0
21708,79,8,6,30.0,10,1.0,6,0,0,8,1.0,10.0,0.0,0.0,0.0
2178718,80,13,8,8.0,11,1.0,9,0,0,13,1.0,11.0,0.0,0.0,0.0
1734166,81,8,18,8.0,3,0.3333333333333333,2,0,0,8,0.3333333333333333,3.0,0.0,0.0,0.0
859654,82,20,10,13.0,7,0.7142857142857143,5,0,0,20,0.7142857142857143,7.0,0.0,0.0,0.0
2424438,83,7,16,30.0,3,1.0,3,0,0,7,1.0,3.0,0.0,0.0,0.0
2276967,84,9,13,14.0,12,0.16666666666666666,7,0,0,9,0.16666666666666666,12.0,0.0,0.0,0.0
613340,86,18,12,6.0,17,0.6470588235294118,8,0,0,18,0.6470588235294118,17.0,0.0,0.0,0.0
1855447,87,28,17,8.0,7,1.0,5,0,0,28,1.0,7.0,0.0,0.0,0.0
3081445,88,8,18,23.0,3,0.6666666666666666,3,0,0,8,0.6666666666666666,3.0,0.0,0.0,0.0
2222431,89,21,18,6.0,14,0.7857142857142857,8,0,0,21,0.7857142857142857,14.0,0.0,0.0,0.0
1318796,90,72,9,2.0,5,1.0,4,0,0,72,1.0,5.0,0.0,0.0,0.0
637547,91,16,10,11.0,34,0.7058823529411765,23,0,0,16,0.7058823529411765,34.0,0.0,0.0,0.0
1179185,93,15,10,5.0,8,0.0,5,0,0,15,0.0,8.0,0.0,0.0,0.0
1227088,95,9,12,21.0,18,0.6666666666666666,15,0,0,9,0.6666666666666666,18.0,0.0,0.0,0.0
531345,96,17,11,30.0,11,0.5454545454545454,9,0,0,17,0.5454545454545454,11.0,0.0,0.0,0.0
3178964,97,6,19,6.0,1,1.0,1,0,0,6,1.0,1.0,0.0,0.0,0.0
1289863,99,19,11,22.0,15,0.5333333333333333,9,0,0,19,0.5333333333333333,15.0,0.0,0.0,0.0
2591641,102,7,20,30.0,17,0.4117647058823529,11,0,0,7,0.4117647058823529,17.0,0.0,0.0,0.0
926418,103,18,14,20.0,1,1.0,1,0,0,18,1.0,1.0,0.0,0.0,0.0
2364180,104,6,10,10.0,11,0.5454545454545454,4,0,0,6,0.5454545454545454,11.0,0.0,0.0,0.0
2298088,105,8,10,30.0,4,0.75,4,0,0,8,0.75,4.0,0.0,0.0,0.0
2549875,106,4,13,8.0,17,0.5294117647058824,10,0,0,4,0.5294117647058824,17.0,0.0,0.0,0.0
515014,108,8,15,6.0,9,0.5555555555555556,6,0,0,8,0.5555555555555556,9.0,0.0,0.0,0.0
1997693,109,7,11,21.0,17,0.8235294117647058,11,0,0,7,0.8235294117647058,17.0,0.0,0.0,0.0
72069,110,21,10,6.0,22,0.8636363636363636,10,0,0,21,0.8636363636363636,22.0,0.0,0.0,0.0
3105153,111,8,11,4.0,24,0.4583333333333333,16,0,0,8,0.4583333333333333,24.0,0.0,0.0,0.0
3032922,112,27,18,6.0,1,0.0,1,0,0,27,0.0,1.0,0.0,0.0,0.0
1645824,113,6,17,30.0,2,0.5,2,0,0,6,0.5,2.0,0.0,0.0,0.0
2759030,114,5,10,2.0,20,0.7,10,0,0,5,0.7,20.0,0.0,0.0,0.0
2618023,115,13,18,15.0,13,0.38461538461538464,10,0,0,13,0.38461538461538464,13.0,0.0,0.0,0.0
878518,116,7,12,4.0,5,0.4,3,0,0,7,0.4,5.0,0.0,0.0,0.0
1438423,117,12,18,4.0,9,0.6666666666666666,6,0,0,12,0.6666666666666666,9.0,0.0,0.0,0.0
1248129,118,28,7,30.0,4,0.75,2,0,0,28,0.75,4.0,0.0,0.0,0.0
461193,119,4,14,30.0,15,0.4666666666666667,13,0,0,4,0.4666666666666667,15.0,0.0,0.0,0.0
961032,120,4,9,30.0,1,0.0,1,0,0,4,0.0,1.0,0.0,0.0,0.0
2652217,121,11,6,21.0,5,1.0,4,0,0,11,1.0,5.0,0.0,0.0,0.0
1721370,123,11,11,0.0,11,1.0,9,0,0,11,1.0,11.0,0.0,0.0,0.0
2733614,124,9,8,21.0,9,0.6666666666666666,8,0,0,9,0.6666666666666666,9.0,0.0,0.0,0.0
1543042,125,14,19,11.0,19,0.7894736842105263,15,0,0,14,0.7894736842105263,19.0,0.0,0.0,0.0
1095948,128,12,16,4.0,10,0.3,5,0,0,12,0.3,10.0,0.0,0.0,0.0
2437480,130,4,12,12.0,9,0.6666666666666666,8,0,0,4,0.6666666666666666,9.0,0.0,0.0,0.0
2106151,131,10,9,18.0,8,0.625,8,0,0,10,0.625,8.0,0.0,0.0,0.0
2887138,132,25,12,5.0,6,0.8333333333333334,6,0,0,25,0.8333333333333334,6.0,0.0,0.0,0.0
3001617,135,5,17,17.0,12,0.5,8,0,0,5,0.5,12.0,0.0,0.0,0.0
455775,138,33,12,1.0,1,1.0,1,0,0,33,1.0,1.0,0.0,0.0,0.0
2233425,139,5,11,30.0,3,0.0,3,0,0,5,0.0,3.0,0.0,0.0,0.0
2560500,140,77,21,2.0,23,0.9130434782608695,19,0,0,77,0.9130434782608695,23.0,0.0,0.0,0.0
2696946,142,46,17,2.0,6,0.8333333333333334,6,0,0,46,0.8333333333333334,6.0,0.0,0.0,0.0
1993128,143,15,11,8.0,14,0.6428571428571429,13,0,0,15,0.6428571428571429,14.0,0.0,0.0,0.0
242208,144,8,12,12.0,3,1.0,3,0,0,8,1.0,3.0,0.0,0.0,0.0
3395341,145,9,17,30.0,8,0.875,5,0,0,9,0.875,8.0,0.0,0.0,0.0
673776,146,41,19,25.0,17,0.8823529411764706,12,0,0,41,0.8823529411764706,17.0,0.0,0.0,0.0
318441,147,14,11,30.0,13,0.5384615384615384,12,0,0,14,0.5384615384615384,13.0,0.0,0.0,0.0
3348216,148,8,23,27.0,7,0.5714285714285714,6,0,0,8,0.5714285714285714,7.0,0.0,0.0,0.0
1575396,150,32,14,20.0,2,1.0,2,0,0,32,1.0,2.0,0.0,0.0,0.0
1897207,155,23,0,9.0,3,1.0,3,0,0,23,1.0,3.0,0.0,0.0,0.0
3294802,157,5,14,4.0,8,0.625,6,0,0,5,0.625,8.0,0.0,0.0,0.0
2133144,160,13,17,13.0,20,0.7,14,0,0,13,0.7,20.0,0.0,0.0,0.0
3123006,161,21,15,20.0,17,0.7058823529411765,13,0,0,21,0.7058823529411765,17.0,0.0,0.0,0.0
2564128,163,12,23,11.0,9,0.5555555555555556,8,0,0,12,0.5555555555555556,9.0,0.0,0.0,0.0
2608262,164,11,9,19.0,10,1.0,9,0,0,11,1.0,10.0,0.0,0.0,0.0
2742787,167,6,11,7.0,18,0.3888888888888889,14,0,0,6,0.3888888888888889,18.0,0.0,0.0,0.0
767489,169,7,12,30.0,11,0.2727272727272727,6,0,0,7,0.2727272727272727,11.0,0.0,0.0,0.0
1500681,171,7,15,8.0,13,0.6153846153846154,9,0,0,7,0.6153846153846154,13.0,0.0,0.0,0.0
2060922,173,45,9,15.0,5,0.4,5,0,0,45,0.4,5.0,0.0,0.0,0.0
537105,174,28,11,9.0,5,0.6,5,0,0,28,0.6,5.0,0.0,0.0,0.0
1505214,175,24,9,7.0,1,1.0,1,0,0,24,1.0,1.0,0.0,0.0,0.0
2433199,176,7,16,19.0,7,0.7142857142857143,7,0,0,7,0.7142857142857143,7.0,0.0,0.0,0.0
3412247,178,6,9,7.0,1,1.0,1,0,0,6,1.0,1.0,0.0,0.0,0.0
1464402,179,6,20,15.0,7,0.7142857142857143,4,0,0,6,0.7142857142857143,7.0,0.0,0.0,0.0
1007973,183,5,14,19.0,27,0.3333333333333333,19,0,0,5,0.3333333333333333,27.0,0.0,0.0,0.0
3362166,184,12,12,30.0,26,0.6538461538461539,19,0,0,12,0.6538461538461539,26.0,0.0,0.0,0.0
2887658,185,7,11,30.0,1,0.0,1,0,0,7,0.0,1.0,0.0,0.0,0.0
475324,187,33,15,3.0,11,0.9090909090909091,9,0,0,33,0.9090909090909091,11.0,0.0,0.0,0.0
2715293,189,12,18,2.0,5,0.8,3,0,0,12,0.8,5.0,0.0,0.0,0.0
1308123,191,5,15,5.0,7,0.0,6,0,0,5,0.0,7.0,0.0,0.0,0.0
3155162,192,6,12,30.0,8,0.875,8,0,0,6,0.875,8.0,0.0,0.0,0.0
1962299,193,6,10,14.0,7,0.2857142857142857,5,0,0,6,0.2857142857142857,7.0,0.0,0.0,0.0
1458129,195,59,11,6.0,6,1.0,5,0,0,59,1.0,6.0,0.0,0.0,0.0
739987,197,21,16,2.0,31,0.9354838709677419,16,0,0,21,0.9354838709677419,31.0,0.0,0.0,0.0
3048264,198,6,13,8.0,2,0.5,2,0,0,6,0.5,2.0,0.0,0.0,0.0
2066158,199,4,10,30.0,9,0.3333333333333333,7,0,0,4,0.3333333333333333,9.0,0.0,0.0,0.0
2780124,201,8,12,23.0,3,0.3333333333333333,3,0,0,8,0.3333333333333333,3.0,0.0,0.0,0.0
2897229,203,4,15,30.0,1,1.0,1,0,0,4,1.0,1.0,0.0,0.0,0.0
1447810,204,59,13,17.0,21,0.8095238095238095,15,0,0,59,0.8095238095238095,21.0,0.0,0.0,0.0
2177938,205,13,18,30.0,8,0.375,7,0,0,13,0.375,8.0,0.0,0.0,0.0
307237,206,29,10,13.0,8,0.5,4,0,0,29,0.5,8.0,0.0,0.0,0.0
1706500,208,19,18,18.0,5,0.4,4,0,0,19,0.4,5.0,0.0,0.0,0.0
1826981,209,20,13,27.0,9,1.0,2,0,0,20,1.0,9.0,0.0,0.0,0.0
3176785,210,100,12,5.0,22,0.9545454545454546,15,0,0,100,0.9545454545454546,22.0,0.0,0.0,0.0
2708761,211,5,13,8.0,27,0.48148148148148145,10,0,0,5,0.48148148148148145,27.0,0.0,0.0,0.0
3084045,212,13,0,2.0,3,0.3333333333333333,3,0,0,13,0.3333333333333333,3.0,0.0,0.0,0.0
2477435,213,6,15,30.0,25,0.08,17,0,0,6,0.08,25.0,0.0,0.0,0.0
3053806,214,28,21,30.0,36,0.3611111111111111,21,0,0,28,0.3611111111111111,36.0,0.0,0.0,0.0
75622,215,6,8,29.0,14,0.14285714285714285,13,0,0,6,0.14285714285714285,14.0,0.0,0.0,0.0
1131395,217,12,12,30.0,21,0.2857142857142857,9,0,0,12,0.2857142857142857,21.0,0.0,0.0,0.0
1841249,218,7,13,7.0,1,1.0,1,0,0,7,1.0,1.0,0.0,0.0,0.0
1902701,219,34,15,14.0,23,0.6086956521739131,18,0,0,34,0.6086956521739131,23.0,0.0,0.0,0.0
1848434,220,17,4,30.0,5,1.0,4,1,0,17,1.0,5.0,0.0,0.0,0.0
1789152,222,71,10,3.0,7,1.0,4,0,0,71,1.0,7.0,0.0,0.0,0.0
180627,223,50,8,7.0,3,1.0,3,0,0,50,1.0,3.0,0.0,0.0,0.0
2041929,224,4,10,13.0,8,0.625,5,0,0,4,0.625,8.0,0.0,0.0,0.0
2615515,226,22,21,30.0,14,0.5714285714285714,11,0,0,22,0.5714285714285714,14.0,0.0,0.0,0.0
568023,229,18,22,4.0,10,0.9,5,0,0,18,0.9,10.0,0.0,0.0,0.0
382581,230,11,7,30.0,17,0.6470588235294118,11,0,0,11,0.6470588235294118,17.0,0.0,0.0,0.0
2499603,231,4,2,16.0,18,0.8888888888888888,10,1,0,4,0.8888888888888888,18.0,0.0,0.0,0.0
1179928,235,22,13,5.0,13,0.3076923076923077,10,0,0,22,0.3076923076923077,13.0,0.0,0.0,0.0
1016866,238,7,16,14.0,57,0.5789473684210527,34,0,0,7,0.5789473684210527,57.0,0.0,0.0,0.0
2941534,239,6,2,6.0,11,0.36363636363636365,9,1,0,6,0.36363636363636365,11.0,0.0,0.0,0.0
688931,240,6,9,20.0,2,0.5,2,0,0,6,0.5,2.0,0.0,0.0,0.0
2193979,242,17,14,7.0,5,0.8,5,0,0,17,0.8,5.0,0.0,0.0,0.0
2698993,243,28,10,20.0,12,0.9166666666666666,4,0,0,28,0.9166666666666666,12.0,0.0,0.0,0.0
2624849,245,6,22,20.0,11,0.6363636363636364,10,0,0,6,0.6363636363636364,11.0,0.0,0.0,0.0
142062,249,10,22,3.0,4,0.75,3,0,0,10,0.75,4.0,0.0,0.0,0.0
524863,250,12,14,20.0,13,1.0,11,0,0,12,1.0,13.0,0.0,0.0,0.0
2298194,252,5,11,30.0,21,0.23809523809523808,18,0,0,5,0.23809523809523808,21.0,0.0,0.0,0.0
2727415,253,4,12,3.0,3,0.3333333333333333,2,0,0,4,0.3333333333333333,3.0,0.0,0.0,0.0
2008056,255,5,23,29.0,7,0.2857142857142857,6,0,0,5,0.2857142857142857,7.0,0.0,0.0,0.0
961500,256,19,11,28.0,11,0.6363636363636364,10,0,0,19,0.6363636363636364,11.0,0.0,0.0,0.0
1056167,258,25,12,26.0,5,1.0,5,0,0,25,1.0,5.0,0.0,0.0,0.0
1976038,259,4,11,30.0,4,0.0,2,0,0,4,0.0,4.0,0.0,0.0,0.0
3227316,260,18,11,30.0,4,0.25,2,0,0,18,0.25,4.0,0.0,0.0,0.0
1162736,261,9,17,4.0,30,0.13333333333333333,11,0,0,9,0.13333333333333333,30.0,0.0,0.0,0.0
1905437,262,46,22,3.0,4,1.0,4,0,0,46,1.0,4.0,0.0,0.0,0.0
2383385,264,30,9,8.0,24,0.9583333333333334,18,0,0,30,0.9583333333333334,24.0,0.0,0.0,0.0
1665716,267,10,11,30.0,15,0.6,14,0,0,10,0.6,15.0,0.0,0.0,0.0
676206,270,23,18,30.0,7,1.0,4,0,0,23,1.0,7.0,0.0,0.0,0.0
985905,271,16,13,3.0,1,1.0,1,0,0,16,1.0,1.0,0.0,0.0,0.0
2662084,272,10,13,16.0,8,0.625,7,0,0,10,0.625,8.0,0.0,0.0,0.0
2014989,273,20,20,13.0,10,0.8,7,0,0,20,0.8,10.0,0.0,0.0,0.0
3411419,278,69,13,2.0,1,1.0,1,0,0,69,1.0,1.0,0.0,0.0,0.0
3059590,280,42,6,8.0,11,0.9090909090909091,6,0,0,42,0.9090909090909091,11.0,0.0,0.0,0.0
445784,282,4,18,2.0,7,0.14285714285714285,6,0,0,4,0.14285714285714285,7.0,0.0,0.0,0.0
145016,283,6,12,3.0,6,0.5,4,0,0,6,0.5,6.0,0.0,0.0,0.0
3261724,284,17,11,13.0,13,0.9230769230769231,10,0,0,17,0.9230769230769231,13.0,0.0,0.0,0.0
78426,285,5,8,14.0,7,0.42857142857142855,4,0,0,5,0.42857142857142855,7.0,0.0,0.0,0.0
3529,286,4,9,19.0,2,0.5,1,0,0,4,0.5,2.0,0.0,0.0,0.0
1184332,288,4,14,20.0,11,0.45454545454545453,6,0,0,4,0.45454545454545453,11.0,0.0,0.0,0.0
1473392,289,50,14,14.0,11,1.0,8,0,0,50,1.0,11.0,0.0,0.0,0.0
1374681,291,5,12,17.0,1,0.0,1,0,0,5,0.0,1.0,0.0,0.0,0.0
2692535,293,9,16,30.0,17,0.5882352941176471,14,0,0,9,0.5882352941176471,17.0,0.0,0.0,0.0
1911431,294,16,12,30.0,6,0.6666666666666666,6,0,0,16,0.6666666666666666,6.0,0.0,0.0,0.0
405264,295,24,14,8.0,14,0.8571428571428571,10,0,0,24,0.8571428571428571,14.0,0.0,0.0,0.0
208213,296,7,12,4.0,13,0.0,5,0,0,7,0.0,13.0,0.0,0.0,0.0
1979266,298,4,14,16.0,18,0.7777777777777778,17,0,0,4,0.7777777777777778,18.0,0.0,0.0,0.0
1546561,300,39,18,5.0,15,0.3333333333333333,6,0,0,39,0.3333333333333333,15.0,0.0,0.0,0.0
540284,304,43,19,6.0,6,0.6666666666666666,5,0,0,43,0.6666666666666666,6.0,0.0,0.0,0.0
1940141,305,5,15,30.0,11,0.5454545454545454,9,0,0,5,0.5454545454545454,11.0,0.0,0.0,0.0
1957838,306,25,8,14.0,4,1.0,3,0,0,25,1.0,4.0,0.0,0.0,0.0
2600069,309,26,13,1.0,14,0.7142857142857143,7,0,0,26,0.7142857142857143,14.0,0.0,0.0,0.0
988,310,100,9,4.0,4,0.25,4,0,0,100,0.25,4.0,0.0,0.0,0.0
2956359,313,100,6,4.0,6,1.0,4,0,0,100,1.0,6.0,0.0,0.0,0.0
877974,314,6,11,30.0,1,0.0,1,0,0,6,0.0,1.0,0.0,0.0,0.0
3072356,315,5,23,24.0,13,0.46153846153846156,9,0,0,5,0.46153846153846156,13.0,0.0,0.0,0.0
1640076,317,5,17,6.0,3,0.6666666666666666,3,0,0,5,0.6666666666666666,3.0,0.0,0.0,0.0
1054904,319,9,18,2.0,9,0.3333333333333333,8,0,0,9,0.3333333333333333,9.0,0.0,0.0,0.0
1684761,322,15,17,21.0,8,0.625,5,0,0,15,0.625,8.0,0.0,0.0,0.0
3012300,323,72,12,4.0,11,1.0,5,0,0,72,1.0,11.0,0.0,0.0,0.0
1215744,324,12,12,30.0,6,0.5,6,0,0,12,0.5,6.0,0.0,0.0,0.0
39637,325,8,13,6.0,9,0.4444444444444444,6,0,0,8,0.4444444444444444,9.0,0.0,0.0,0.0
2560537,326,6,15,27.0,3,1.0,3,0,0,6,1.0,3.0,0.0,0.0,0.0
1331374,327,64,15,3.0,11,0.6363636363636364,8,0,0,64,0.6363636363636364,11.0,0.0,0.0,0.0
3174585,328,13,11,27.0,3,1.0,3,0,0,13,1.0,3.0,0.0,0.0,0.0
1606411,329,9,19,14.0,23,0.08695652173913043,15,0,0,9,0.08695652173913043,23.0,0.0,0.0,0.0
2147369,330,8,17,6.0,5,0.8,5,0,0,8,0.8,5.0,0.0,0.0,0.0
1751465,334,64,20,2.0,6,0.8333333333333334,5,0,0,64,0.8333333333333334,6.0,0.0,0.0,0.0
3077453,337,13,17,30.0,26,0.38461538461538464,20,0,0,13,0.38461538461538464,26.0,0.0,0.0,0.0
1430705,340,6,10,14.0,12,0.6666666666666666,7,0,0,6,0.6666666666666666,12.0,0.0,0.0,0.0
281630,341,12,11,30.0,21,0.8571428571428571,16,0,0,12,0.8571428571428571,21.0,0.0,0.0,0.0
107908,342,17,7,30.0,8,0.25,6,0,0,17,0.25,8.0,0.0,0.0,0.0
1841063,343,5,15,10.0,8,0.25,8,0,0,5,0.25,8.0,0.0,0.0,0.0
1652713,345,4,9,19.0,2,0.5,2,0,0,4,0.5,2.0,0.0,0.0,0.0
980530,346,7,20,30.0,3,0.6666666666666666,1,0,0,7,0.6666666666666666,3.0,0.0,0.0,0.0
563865,348,29,3,7.0,4,0.25,4,1,0,29,0.25,4.0,0.0,0.0,0.0
959285,349,8,8,5.0,6,0.3333333333333333,4,0,0,8,0.3333333333333333,6.0,0.0,0.0,0.0
1989223,350,15,12,7.0,19,0.7368421052631579,14,0,0,15,0.7368421052631579,19.0,0.0,0.0,0.0
2898937,351,15,20,9.0,11,0.9090909090909091,8,0,0,15,0.9090909090909091,11.0,0.0,0.0,0.0
2143540,353,12,13,30.0,12,0.3333333333333333,12,0,0,12,0.3333333333333333,12.0,0.0,0.0,0.0
3081810,355,14,16,30.0,17,0.7647058823529411,15,0,0,14,0.7647058823529411,17.0,0.0,0.0,0.0
2376514,357,9,9,10.0,18,1.0,10,0,0,9,1.0,18.0,0.0,0.0,0.0
394279,358,8,17,30.0,4,0.0,4,0,0,8,0.0,4.0,0.0,0.0,0.0
2908855,359,16,15,6.0,21,0.5714285714285714,17,0,0,16,0.5714285714285714,21.0,0.0,0.0,0.0
15694,361,7,15,2.0,1,1.0,1,0,0,7,1.0,1.0,0.0,0.0,0.0
607923,363,13,13,10.0,11,0.8181818181818182,9,0,0,13,0.8181818181818182,11.0,0.0,0.0,0.0
2942881,365,16,12,7.0,1,1.0,1,0,0,16,1.0,1.0,0.0,0.0,0.0
461187,370,28,17,30.0,7,0.8571428571428571,6,0,0,28,0.8571428571428571,7.0,0.0,0.0,0.0
174574,371,4,15,20.0,7,0.8571428571428571,7,0,0,4,0.8571428571428571,7.0,0.0,0.0,0.0
1682739,372,13,22,30.0,6,0.6666666666666666,5,0,0,13,0.6666666666666666,6.0,0.0,0.0,0.0
1412429,374,17,14,14.0,2,1.0,2,0,0,17,1.0,2.0,0.0,0.0,0.0
811612,375,8,13,30.0,42,0.4523809523809524,26,0,0,8,0.4523809523809524,42.0,0.0,0.0,0.0
960774,376,9,12,30.0,13,0.7692307692307693,11,0,0,9,0.7692307692307693,13.0,0.0,0.0,0.0
1558843,377,4,18,30.0,5,0.2,5,0,0,4,0.2,5.0,0.0,0.0,0.0
2721521,378,9,17,27.0,3,0.3333333333333333,3,0,0,9,0.3333333333333333,3.0,0.0,0.0,0.0
2294073,379,20,16,30.0,1,1.0,1,0,0,20,1.0,1.0,0.0,0.0,0.0
2385890,380,13,14,3.0,4,0.75,2,0,0,13,0.75,4.0,0.0,0.0,0.0
14172,382,30,17,10.0,12,0.5833333333333334,10,0,0,30,0.5833333333333334,12.0,0.0,0.0,0.0
3206948,383,10,11,30.0,5,0.6,4,0,0,10,0.6,5.0,0.0,0.0,0.0
2057992,384,10,13,16.0,5,0.4,4,0,0,10,0.4,5.0,0.0,0.0,0.0
280751,385,5,11,30.0,9,0.4444444444444444,7,0,0,5,0.4444444444444444,9.0,0.0,0.0,0.0
1910258,387,9,10,30.0,6,0.3333333333333333,4,0,0,9,0.3333333333333333,6.0,0.0,0.0,0.0
2294856,390,23,17,20.0,36,0.6388888888888888,19,0,0,23,0.6388888888888888,36.0,0.0,0.0,0.0
2328904,391,24,16,29.0,10,0.7,8,0,0,24,0.7,10.0,0.0,0.0,0.0
36665,393,11,13,27.0,18,0.6111111111111112,8,0,0,11,0.6111111111111112,18.0,0.0,0.0,0.0
3163411,395,4,18,30.0,1,1.0,1,0,0,4,1.0,1.0,0.0,0.0,0.0
445900,396,19,6,30.0,8,0.5,7,0,0,19,0.5,8.0,0.0,0.0,0.0
2950974,399,4,15,18.0,6,0.5,6,0,0,4,0.5,6.0,0.0,0.0,0.0
2534943,401,5,10,5.0,16,0.3125,10,0,0,5,0.3125,16.0,0.0,0.0,0.0
3014378,402,5,12,4.0,2,1.0,2,0,0,5,1.0,2.0,0.0,0.0,0.0
3159731,403,33,13,8.0,16,0.6875,8,0,0,33,0.6875,16.0,0.0,0.0,0.0
592291,404,7,14,24.0,7,0.14285714285714285,6,0,0,7,0.14285714285714285,7.0,0.0,0.0,0.0
1732187,406,5,13,5.0,7,0.42857142857142855,5,0,0,5,0.42857142857142855,7.0,0.0,0.0,0.0
1392440,409,87,9,7.0,16,0.9375,10,0,0,87,0.9375,16.0,0.0,0.0,0.0
2050098,411,12,18,30.0,8,1.0,5,0,0,12,1.0,8.0,0.0,0.0,0.0
1048290,412,5,17,20.0,10,0.1,8,0,0,5,0.1,10.0,0.0,0.0,0.0
